id,prediction
clf_596,1.0
clf_597,1.0
clf_598,0.0
clf_599,1.0
clf_600,0.0
clf_601,0.0
clf_602,0.0
clf_603,0.0
clf_604,0.0
clf_605,0.0
clf_606,1.0
clf_607,0.0
clf_608,0.0
clf_609,0.0
clf_610,1.0
clf_611,1.0
clf_612,1.0
clf_613,0.0
clf_614,1.0
clf_615,1.0
clf_616,1.0
clf_617,0.0
clf_618,0.0
clf_619,0.0
clf_620,0.0
clf_621,1.0
clf_622,0.0
clf_623,0.0
clf_624,0.0
clf_625,0.0
clf_626,0.0
clf_627,0.0
clf_628,0.0
clf_629,0.0
clf_630,0.0
clf_631,0.0
clf_632,0.0
clf_633,0.0
clf_634,0.0
clf_635,1.0
clf_636,1.0
clf_637,0.0
clf_638,0.0
clf_639,1.0
clf_640,0.0
clf_641,0.0
clf_642,0.0
clf_643,0.0
clf_644,0.0
clf_645,0.0
clf_646,0.0
clf_647,0.0
clf_648,1.0
clf_649,1.0
clf_650,1.0
clf_651,1.0
clf_652,1.0
clf_653,0.0
clf_654,0.0
clf_655,0.0
clf_656,0.0
clf_657,0.0
clf_658,0.0
clf_659,0.0
clf_660,0.0
clf_661,0.0
clf_662,0.0
clf_663,0.0
clf_664,0.0
clf_665,0.0
clf_666,1.0
clf_667,1.0
clf_668,0.0
clf_669,1.0
clf_670,1.0
clf_671,0.0
clf_672,0.0
clf_673,0.0
clf_674,1.0
clf_675,0.0
clf_676,0.0
clf_677,0.0
clf_678,0.0
clf_679,0.0
clf_680,0.0
clf_681,0.0
clf_682,1.0
clf_683,1.0
clf_684,0.0
clf_685,0.0
clf_686,0.0
clf_687,0.0
clf_688,0.0
clf_689,0.0
clf_690,0.0
clf_691,0.0
clf_692,0.0
clf_693,0.0
clf_694,0.0
clf_695,1.0
clf_696,0.0
clf_697,0.0
clf_698,0.0
clf_699,1.0
clf_700,0.0
clf_701,0.0
clf_702,0.0
clf_703,1.0
clf_704,0.0
clf_705,0.0
clf_706,0.0
clf_707,0.0
clf_708,0.0
clf_709,0.0
clf_710,1.0
clf_711,0.0
clf_712,0.0
clf_713,1.0
clf_714,0.0
clf_715,1.0
clf_716,0.0
clf_717,1.0
clf_718,0.0
clf_719,0.0
clf_720,0.0
clf_721,0.0
clf_722,0.0
clf_723,1.0
clf_724,1.0
clf_725,0.0
clf_726,1.0
clf_727,0.0
clf_728,1.0
clf_729,0.0
clf_730,0.0
clf_731,0.0
clf_732,1.0
clf_733,0.0
clf_734,0.0
clf_735,0.0
clf_736,0.0
clf_737,0.0
clf_738,0.0
clf_739,0.0
clf_740,0.0
clf_741,1.0
clf_742,0.0
clf_743,0.0
clf_744,0.0
clf_745,0.0
clf_746,1.0
clf_747,0.0
clf_748,0.0
clf_749,0.0
clf_750,0.0
clf_751,0.0
clf_752,1.0
clf_753,0.0
clf_754,0.0
clf_755,0.0
clf_756,0.0
clf_757,1.0
clf_758,0.0
clf_759,0.0
clf_760,1.0
clf_761,0.0
clf_762,0.0
clf_763,0.0
clf_764,0.0
clf_765,0.0
clf_766,0.0
clf_767,0.0
clf_768,0.0
clf_769,0.0
clf_770,1.0
clf_771,0.0
clf_772,0.0
clf_773,0.0
clf_774,0.0
clf_775,1.0
clf_776,0.0
clf_777,0.0
clf_778,0.0
clf_779,0.0
clf_780,0.0
clf_781,0.0
clf_782,0.0
clf_783,0.0
clf_784,0.0
clf_785,0.0
clf_786,0.0
clf_787,0.0
clf_788,0.0
clf_789,0.0
clf_790,0.0
clf_791,0.0
clf_792,0.0
clf_793,1.0
clf_794,0.0
clf_795,0.0
clf_796,0.0
clf_797,0.0
clf_798,0.0
clf_799,1.0
clf_800,0.0
clf_801,1.0
clf_802,0.0
clf_803,0.0
clf_804,0.0
clf_805,1.0
clf_806,0.0
clf_807,0.0
clf_808,0.0
clf_809,0.0
clf_810,0.0
clf_811,0.0
clf_812,0.0
clf_813,0.0
clf_814,0.0
clf_815,0.0
clf_816,1.0
clf_817,0.0
clf_818,1.0
clf_819,0.0
clf_820,0.0
clf_821,0.0
clf_822,0.0
clf_823,0.0
clf_824,0.0
clf_825,1.0
clf_826,0.0
clf_827,0.0
clf_828,0.0
clf_829,0.0
clf_830,0.0
clf_831,0.0
clf_832,1.0
clf_833,0.0
clf_834,0.0
clf_835,1.0
clf_836,0.0
clf_837,0.0
clf_838,0.0
clf_839,0.0
clf_840,0.0
clf_841,0.0
clf_842,0.0
clf_843,0.0
clf_844,0.0
clf_845,0.0
clf_846,0.0
clf_847,0.0
clf_848,0.0
clf_849,1.0
clf_850,0.0
clf_851,0.0
clf_852,0.0
clf_853,1.0
clf_854,0.0
clf_855,0.0
clf_856,0.0
clf_857,1.0
clf_858,0.0
clf_859,1.0
clf_860,0.0
clf_861,0.0
clf_862,1.0
clf_863,1.0
clf_864,0.0
clf_865,0.0
clf_866,0.0
clf_867,0.0
clf_868,0.0
clf_869,1.0
clf_870,0.0
clf_871,1.0
clf_872,0.0
clf_873,0.0
clf_874,0.0
clf_875,0.0
clf_876,0.0
clf_877,0.0
clf_878,0.0
clf_879,0.0
clf_880,0.0
clf_881,0.0
clf_882,1.0
clf_883,0.0
clf_884,0.0
clf_885,1.0
clf_886,1.0
clf_887,0.0
clf_888,1.0
clf_889,0.0
clf_890,1.0
clf_891,0.0
clf_892,1.0
clf_893,0.0
clf_894,0.0
clf_895,0.0
clf_896,0.0
clf_897,0.0
clf_898,0.0
clf_899,1.0
clf_900,1.0
clf_901,0.0
clf_902,1.0
clf_903,0.0
clf_904,0.0
clf_905,0.0
clf_906,0.0
clf_907,0.0
clf_908,0.0
clf_909,0.0
clf_910,0.0
clf_911,0.0
clf_912,0.0
clf_913,0.0
clf_914,0.0
clf_915,0.0
clf_916,1.0
clf_917,0.0
clf_918,0.0
clf_919,0.0
clf_920,0.0
clf_921,1.0
clf_922,0.0
clf_923,1.0
clf_924,1.0
clf_925,0.0
clf_926,0.0
clf_927,1.0
clf_928,0.0
clf_929,1.0
clf_930,0.0
clf_931,0.0
clf_932,1.0
clf_933,0.0
clf_934,0.0
clf_935,0.0
clf_936,0.0
clf_937,0.0
clf_938,0.0
clf_939,0.0
clf_940,0.0
clf_941,1.0
clf_942,0.0
clf_943,0.0
clf_944,1.0
clf_945,0.0
clf_946,0.0
clf_947,0.0
clf_948,1.0
clf_949,0.0
clf_950,0.0
clf_951,0.0
clf_952,0.0
clf_953,0.0
clf_954,0.0
clf_955,1.0
clf_956,1.0
clf_957,0.0
clf_958,0.0
clf_959,0.0
clf_960,0.0
clf_961,0.0
clf_962,0.0
clf_963,0.0
clf_964,0.0
clf_965,0.0
clf_966,0.0
clf_967,0.0
clf_968,0.0
clf_969,0.0
clf_970,0.0
clf_971,0.0
clf_972,0.0
clf_973,0.0
clf_974,0.0
clf_975,1.0
clf_976,0.0
clf_977,0.0
clf_978,0.0
clf_979,0.0
clf_980,1.0
clf_981,0.0
clf_982,0.0
clf_983,0.0
clf_984,1.0
clf_985,0.0
clf_986,0.0
clf_987,1.0
clf_988,1.0
clf_989,0.0
clf_990,0.0
clf_991,0.0
clf_992,0.0
clf_993,1.0
clf_994,0.0
clf_995,0.0
clf_996,0.0
clf_997,0.0
clf_998,1.0
clf_999,0.0
clf_1000,0.0
clf_1001,0.0
clf_1002,0.0
clf_1003,0.0
clf_1004,0.0
clf_1005,0.0
clf_1006,0.0
clf_1007,0.0
clf_1008,0.0
clf_1009,0.0
clf_1010,0.0
clf_1011,0.0
clf_1012,0.0
clf_1013,0.0
clf_1014,0.0
clf_1015,0.0
clf_1016,0.0
clf_1017,0.0
clf_1018,0.0
clf_1019,1.0
clf_1020,0.0
clf_1021,0.0
clf_1022,0.0
clf_1023,1.0
clf_1024,0.0
clf_1025,0.0
clf_1026,0.0
clf_1027,0.0
clf_1028,0.0
clf_1029,1.0
clf_1030,0.0
clf_1031,1.0
clf_1032,0.0
clf_1033,0.0
clf_1034,1.0
clf_1035,0.0
clf_1036,0.0
clf_1037,1.0
clf_1038,0.0
clf_1039,0.0
clf_1040,0.0
clf_1041,0.0
clf_1042,0.0
clf_1043,0.0
clf_1044,0.0
clf_1045,1.0
clf_1046,1.0
clf_1047,0.0
clf_1048,0.0
clf_1049,0.0
clf_1050,0.0
clf_1051,0.0
clf_1052,0.0
clf_1053,0.0
clf_1054,0.0
clf_1055,0.0
clf_1056,0.0
clf_1057,0.0
clf_1058,0.0
clf_1059,0.0
clf_1060,0.0
clf_1061,1.0
clf_1062,0.0
clf_1063,0.0
clf_1064,1.0
clf_1065,1.0
clf_1066,0.0
clf_1067,0.0
clf_1068,0.0
clf_1069,0.0
clf_1070,0.0
clf_1071,0.0
clf_1072,1.0
clf_1073,0.0
clf_1074,0.0
clf_1075,0.0
clf_1076,0.0
clf_1077,1.0
clf_1078,0.0
clf_1079,0.0
clf_1080,1.0
clf_1081,0.0
clf_1082,1.0
clf_1083,0.0
clf_1084,0.0
clf_1085,0.0
clf_1086,1.0
clf_1087,1.0
clf_1088,1.0
clf_1089,0.0
clf_1090,0.0
clf_1091,0.0
clf_1092,1.0
clf_1093,1.0
clf_1094,0.0
clf_1095,0.0
clf_1096,0.0
clf_1097,1.0
clf_1098,0.0
clf_1099,0.0
clf_1100,0.0
clf_1101,1.0
clf_1102,1.0
clf_1103,0.0
clf_1104,0.0
clf_1105,1.0
clf_1106,1.0
clf_1107,1.0
clf_1108,1.0
clf_1109,0.0
clf_1110,0.0
clf_1111,0.0
clf_1112,0.0
clf_1113,1.0
clf_1114,1.0
clf_1115,0.0
clf_1116,0.0
clf_1117,1.0
clf_1118,0.0
clf_1119,1.0
clf_1120,0.0
clf_1121,0.0
clf_1122,0.0
clf_1123,0.0
clf_1124,1.0
clf_1125,0.0
clf_1126,1.0
clf_1127,1.0
clf_1128,0.0
clf_1129,1.0
clf_1130,0.0
clf_1131,0.0
clf_1132,1.0
clf_1133,0.0
clf_1134,0.0
clf_1135,0.0
clf_1136,0.0
clf_1137,0.0
clf_1138,0.0
clf_1139,0.0
clf_1140,0.0
clf_1141,0.0
clf_1142,0.0
clf_1143,0.0
clf_1144,1.0
clf_1145,1.0
clf_1146,0.0
clf_1147,0.0
clf_1148,0.0
clf_1149,1.0
clf_1150,0.0
clf_1151,1.0
clf_1152,0.0
clf_1153,0.0
clf_1154,0.0
clf_1155,0.0
clf_1156,1.0
clf_1157,0.0
clf_1158,0.0
clf_1159,0.0
clf_1160,0.0
clf_1161,0.0
clf_1162,0.0
clf_1163,0.0
clf_1164,0.0
clf_1165,1.0
clf_1166,1.0
clf_1167,0.0
clf_1168,0.0
clf_1169,1.0
clf_1170,0.0
clf_1171,0.0
clf_1172,0.0
clf_1173,0.0
clf_1174,0.0
clf_1175,0.0
clf_1176,0.0
clf_1177,0.0
clf_1178,0.0
clf_1179,1.0
clf_1180,0.0
clf_1181,0.0
clf_1182,0.0
clf_1183,0.0
clf_1184,0.0
clf_1185,0.0
clf_1186,0.0
clf_1187,0.0
clf_1188,0.0
clf_1189,1.0
clf_1190,1.0
clf_1191,0.0
clf_1192,1.0
clf_1193,0.0
clf_1194,0.0
clf_1195,0.0
clf_1196,1.0
clf_1197,0.0
clf_1198,0.0
clf_1199,0.0
clf_1200,1.0
clf_1201,0.0
clf_1202,0.0
clf_1203,0.0
clf_1204,1.0
clf_1205,0.0
clf_1206,0.0
clf_1207,0.0
clf_1208,0.0
clf_1209,0.0
clf_1210,1.0
clf_1211,0.0
clf_1212,1.0
clf_1213,0.0
clf_1214,0.0
clf_1215,0.0
clf_1216,0.0
clf_1217,0.0
clf_1218,1.0
clf_1219,0.0
clf_1220,1.0
clf_1221,0.0
clf_1222,0.0
clf_1223,0.0
clf_1224,0.0
clf_1225,1.0
clf_1226,0.0
clf_1227,0.0
clf_1228,0.0
clf_1229,0.0
clf_1230,1.0
clf_1231,0.0
clf_1232,0.0
clf_1233,1.0
clf_1234,0.0
clf_1235,0.0
clf_1236,0.0
clf_1237,0.0
clf_1238,0.0
clf_1239,0.0
clf_1240,0.0
clf_1241,1.0
clf_1242,1.0
clf_1243,0.0
clf_1244,1.0
clf_1245,1.0
clf_1246,0.0
clf_1247,0.0
clf_1248,0.0
clf_1249,0.0
clf_1250,0.0
clf_1251,0.0
clf_1252,0.0
clf_1253,0.0
clf_1254,1.0
clf_1255,1.0
clf_1256,1.0
clf_1257,1.0
clf_1258,0.0
clf_1259,0.0
clf_1260,1.0
clf_1261,1.0
clf_1262,0.0
clf_1263,1.0
clf_1264,0.0
clf_1265,1.0
clf_1266,0.0
clf_1267,0.0
clf_1268,1.0
clf_1269,0.0
clf_1270,0.0
clf_1271,0.0
clf_1272,0.0
clf_1273,0.0
clf_1274,0.0
clf_1275,0.0
clf_1276,0.0
clf_1277,0.0
clf_1278,0.0
clf_1279,0.0
clf_1280,0.0
clf_1281,1.0
clf_1282,0.0
clf_1283,0.0
clf_1284,0.0
clf_1285,1.0
clf_1286,0.0
clf_1287,0.0
clf_1288,0.0
clf_1289,1.0
clf_1290,0.0
clf_1291,0.0
clf_1292,0.0
clf_1293,0.0
clf_1294,0.0
clf_1295,0.0
clf_1296,0.0
clf_1297,0.0
clf_1298,0.0
clf_1299,1.0
clf_1300,1.0
clf_1301,0.0
clf_1302,0.0
clf_1303,0.0
clf_1304,0.0
clf_1305,1.0
clf_1306,0.0
clf_1307,0.0
clf_1308,1.0
clf_1309,0.0
clf_1310,0.0
clf_1311,1.0
clf_1312,0.0
clf_1313,0.0
clf_1314,0.0
clf_1315,0.0
clf_1316,0.0
clf_1317,0.0
clf_1318,0.0
clf_1319,0.0
clf_1320,0.0
clf_1321,0.0
clf_1322,0.0
clf_1323,0.0
clf_1324,0.0
clf_1325,0.0
clf_1326,1.0
clf_1327,1.0
clf_1328,1.0
clf_1329,0.0
clf_1330,0.0
clf_1331,1.0
clf_1332,0.0
clf_1333,0.0
clf_1334,0.0
clf_1335,1.0
clf_1336,1.0
clf_1337,0.0
clf_1338,1.0
clf_1339,0.0
clf_1340,1.0
clf_1341,0.0
clf_1342,0.0
clf_1343,0.0
clf_1344,0.0
clf_1345,0.0
clf_1346,0.0
clf_1347,0.0
clf_1348,0.0
clf_1349,0.0
clf_1350,0.0
clf_1351,1.0
clf_1352,0.0
clf_1353,0.0
clf_1354,0.0
clf_1355,0.0
clf_1356,1.0
clf_1357,0.0
clf_1358,1.0
clf_1359,0.0
clf_1360,0.0
clf_1361,0.0
clf_1362,1.0
clf_1363,0.0
clf_1364,0.0
clf_1365,0.0
clf_1366,0.0
clf_1367,0.0
clf_1368,0.0
clf_1369,0.0
clf_1370,0.0
clf_1371,0.0
clf_1372,1.0
clf_1373,0.0
clf_1374,0.0
clf_1375,1.0
clf_1376,1.0
clf_1377,0.0
clf_1378,0.0
clf_1379,0.0
clf_1380,0.0
clf_1381,1.0
clf_1382,0.0
clf_1383,1.0
clf_1384,0.0
clf_1385,0.0
clf_1386,0.0
clf_1387,0.0
clf_1388,0.0
clf_1389,0.0
clf_1390,0.0
clf_1391,0.0
clf_1392,1.0
clf_1393,0.0
clf_1394,0.0
clf_1395,0.0
clf_1396,0.0
clf_1397,0.0
clf_1398,1.0
clf_1399,0.0
clf_1400,0.0
clf_1401,0.0
clf_1402,0.0
clf_1403,0.0
clf_1404,0.0
clf_1405,0.0
clf_1406,0.0
reg_0,8924.407244424483
reg_1,7116.2950175763635
reg_2,36909.013521437286
reg_3,9507.874691179584
reg_4,27013.35000789629
reg_5,10790.779561528603
reg_6,226.29844570865498
reg_7,16942.7159994116
reg_8,1056.6307940730294
reg_9,11267.91997309121
reg_10,28048.59793154583
reg_11,9424.363240872224
reg_12,5326.322320880679
reg_13,38460.06017921533
reg_14,40303.40597025638
reg_15,37147.01010261605
reg_16,15287.91876683806
reg_17,35965.05485916503
reg_18,9179.175306704428
reg_19,31510.831984904566
reg_20,3797.7906836478614
reg_21,10070.82803303941
reg_22,2312.5755134799656
reg_23,7074.413481944483
reg_24,11352.372243567735
reg_25,12907.770795230981
reg_26,14448.846787273365
reg_27,6205.659979213318
reg_28,9917.008396380274
reg_29,2239.5003281871686
reg_30,9060.554690429568
reg_31,13120.5621453539
reg_32,4617.707028222614
reg_33,3467.912189255532
reg_34,4402.748218546076
reg_35,12967.916089067143
reg_36,1927.4449894432055
reg_37,8757.918008100592
reg_38,33324.35180596779
reg_39,32638.476970255637
reg_40,3852.417566153741
reg_41,4370.3967088310965
reg_42,14080.760232344697
reg_43,11478.634025764759
reg_44,8829.261359237631
reg_45,12046.15119132589
reg_46,5322.805157305653
reg_47,3100.711824838607
reg_48,35546.60547573809
reg_49,9201.611968173902
reg_50,15894.237633409988
reg_51,2406.040036074457
reg_52,12397.520525442642
reg_53,1433.9061738651253
reg_54,13448.140943040738
reg_55,12519.541745993532
reg_56,4295.286646086863
reg_57,32202.679822244172
reg_58,13263.17127799582
reg_59,12842.10998145335
reg_60,14111.936657925233
reg_61,10551.593613631687
reg_62,16298.16745307208
reg_63,7818.155704192161
reg_64,11787.572676697337
reg_65,4113.268973662038
reg_66,26596.698952991697
reg_67,10998.864883637229
reg_68,2193.7274835280914
